Id,SalePrice
1777,103600.06
1778,151494.45
1779,128267.84
1780,164320.34
1781,127900.62
1782,87814.24
1783,146489.94
1784,116750.15
1785,110739.81
1786,134636.64
1787,150831.84
1788,82394.414
1789,107575.11
1790,74944.2
1791,219766.55
1792,153626.34
1793,123843.945
1794,160783.05
1795,131300.31
1796,127107.32
1797,126733.1
1798,117342.09
1799,106216.7
1800,115270.734
1801,137159.64
1802,150410.69
1803,174567.66
1804,154662.98
1805,146561.95
1806,133805.58
1807,133834.69
1808,140189.5
1809,122143.51
1810,132977.67
1811,104505.664
1812,97288.39
1813,125769.914
1814,93675.4
1815,57293.473
1816,108596.81
1817,114847.59
1818,153443.62
1819,134761.94
1820,71216.93
1821,97271.586
1822,152681.1
1823,78038.75
1824,134365.84
1825,150922.97
1826,100275.68
1827,96236.79
1828,124567.19
1829,93905.37
1830,138672.39
1831,137982.4
1832,114152.52
1833,133207.45
1834,140263.77
1835,155902.42
1836,117103.586
1837,79304.69
1838,106201.07
1839,103586.28
1840,130204.82
1841,126102.484
1842,84742.875
1843,170239.67
1844,149404.84
1845,153265.06
1846,151392.52
1847,184743.58
1848,58902.023
1849,107824.66
1850,113648.06
1851,156112.83
1852,133184.48
1853,146134.02
1854,174257.47
1855,155367.8
1856,221459.42
1857,167668.56
1858,191756.1
1859,141253.66
1860,209811.2
1861,140348.97
1862,294733.0
1863,311972.75
1864,311970.6
1865,302262.72
1866,313409.1
1867,233702.84
1868,312236.75
1869,205603.81
1870,221757.23
1871,242861.89
1872,174013.39
1873,226011.58
1874,138920.0
1875,170531.61
1876,201437.88
1877,206135.45
1878,206704.06
1879,117638.836
1880,143188.69
1881,238147.81
1882,245812.33
1883,181941.89
1884,191646.36
1885,250013.03
1886,277559.0
1887,212690.72
1888,270236.5
1889,165016.34
1890,134151.64
1891,141083.7
1892,94503.695
1893,136178.22
1894,131891.12
1895,147411.19
1896,139320.39
1897,150840.98
1898,139310.47
1899,153342.23
1900,142119.4
1901,145554.23
1902,120943.336
1903,187129.42
1904,136270.89
1905,195886.47
1906,158550.1
1907,235618.34
1908,132993.88
1909,161115.64
1910,144901.4
1911,217940.6
1912,289968.4
1913,164571.69
1914,74213.016
1915,246660.33
1916,78784.92
1917,238335.73
1918,147215.16
1919,232822.69
1920,170879.06
1921,361750.38
1922,283536.34
1923,236227.78
1924,205558.16
1925,212366.16
1926,341860.5
1927,143595.77
1928,172890.2
1929,129742.3
1930,134076.58
1931,172316.77
1932,145367.81
1933,216238.1
1934,179419.19
1935,176790.42
1936,178361.8
1937,181732.72
1938,162411.66
1939,201771.03
1940,159720.33
1941,177175.23
1942,181635.94
1943,180785.05
1944,281018.66
1945,313080.16
1946,177275.3
1947,253204.02
1948,168348.31
1949,247549.3
1950,204234.42
1951,291442.72
1952,279418.1
1953,178075.48
1954,205606.7
1955,140142.06
1956,295717.0
1957,172346.83
1958,305159.62
1959,156456.55
1960,117939.11
1961,114853.02
1962,110607.34
1963,124627.1
1964,116421.35
1965,169557.84
1966,135889.56
1967,268446.28
1968,385690.22
1969,335220.78
1970,371847.66
1971,369262.22
1972,335078.78
1973,251197.42
1974,298041.06
1975,380083.7
1976,275451.78
1977,321964.4
1978,310536.22
1979,291621.22
1980,189444.86
1981,300341.28
1982,209673.38
1983,198102.83
1984,173521.77
1985,225690.62
1986,220556.89
1987,177764.69
1988,178018.83
1989,186828.38
1990,212204.66
1991,221513.86
1992,217836.55
1993,172420.7
1994,227246.58
1995,179478.52
1996,245911.34
1997,287474.75
1998,311028.12
1999,248261.69
2000,308877.4
2001,270236.56
2002,248942.03
2003,252263.58
2004,275427.78
2005,234152.48
2006,168832.97
2007,225575.5
2008,178889.53
2009,196608.72
2010,193413.45
2011,134374.03
2012,161051.89
2013,170381.11
2014,184168.31
2015,189132.31
2016,183333.25
2017,187646.62
2018,113438.305
2019,171054.36
2020,107060.29
2021,115753.02
2022,214002.39
2023,164739.81
2024,290377.03
2025,331864.03
2026,144436.53
2027,134488.33
2028,143428.06
2029,146280.92
2030,224864.45
2031,205300.17
2032,199694.77
2033,220489.4
2034,140851.53
2035,186966.97
2036,170757.14
2037,175295.8
2038,243736.44
2039,186634.06
2040,317470.47
2041,263538.22
2042,178456.81
2043,174134.55
2044,184874.48
2045,217692.77
2046,145509.33
2047,168646.58
2048,142159.69
2049,164235.61
2050,183653.88
2051,104931.38
2052,127286.06
2053,149181.47
2054,93720.414
2055,174504.02
2056,173747.72
2057,105347.41
2058,253095.3
2059,163055.78
2060,189594.11
2061,203993.67
2062,120570.86
2063,108020.14
2064,153958.69
2065,121370.57
2066,201196.42
2067,111984.51
2068,145402.73
2069,92875.09
2070,118520.6
2071,99327.734
2072,146352.64
2073,169730.78
2074,197161.48
2075,154439.72
2076,150832.38
2077,156740.1
2078,115521.06
2079,122178.02
2080,134739.61
2081,119814.695
2082,125605.55
2083,145641.36
2084,109741.63
2085,98992.2
2086,119712.36
2087,112607.94
2088,105841.54
2089,81335.85
2090,128739.625
2091,110823.914
2092,121349.766
2093,122205.82
2094,125502.98
2095,170367.78
2096,78933.01
2097,106666.34
2098,148984.92
2099,65621.59
2100,93767.24
2101,137815.36
2102,128645.734
2103,99410.69
2104,147528.69
2105,126328.07
2106,88834.336
2107,207299.22
2108,106030.16
2109,109636.664
2110,135281.64
2111,151178.86
2112,129999.28
2113,142172.72
2114,128899.14
2115,155917.53
2116,112169.45
2117,143026.55
2118,116229.41
2119,96085.234
2120,135387.98
2121,110015.6
2122,95457.09
2123,83848.164
2124,151130.88
2125,129998.41
2126,147904.45
2127,164927.42
2128,132791.58
2129,87623.32
2130,143501.94
2131,140132.67
2132,107934.78
2133,125320.94
2134,118711.9
2135,111061.6
2136,67363.38
2137,139368.02
2138,172506.98
2139,165452.89
2140,148215.33
2141,172284.55
2142,129758.96
2143,133514.77
2144,137591.53
2145,167045.44
2146,179191.28
2147,185143.27
2148,135291.9
2149,164028.9
2150,229674.11
2151,122215.47
2152,173249.31
2153,171950.31
2154,88773.24
2155,176431.8
2156,265464.1
2157,246197.44
2158,225892.05
2159,205951.52
2160,171542.31
2161,252792.86
2162,362805.8
2163,315297.8
2164,239644.97
2165,183214.64
2166,147726.53
2167,219691.61
2168,178134.31
2169,188575.42
2170,198818.84
2171,155678.88
2172,162903.73
2173,140693.27
2174,239291.48
2175,276055.53
2176,286041.8
2177,230108.69
2178,208516.28
2179,134508.23
2180,247312.08
2181,179854.94
2182,226277.38
2183,178571.77
2184,134314.48
2185,133357.3
2186,177308.12
2187,162580.16
2188,186216.27
2189,172554.03
2190,79166.67
2191,88292.72
2192,89239.586
2193,114939.164
2194,119080.0
2195,120694.1
2196,116632.43
2197,128823.97
2198,160716.36
2199,171540.27
2200,123573.28
2201,133809.02
2202,180690.75
2203,139629.81
2204,161702.88
2205,115770.836
2206,143442.81
2207,211160.31
2208,241545.75
2209,204501.72
2210,138660.95
2211,119108.31
2212,132822.22
2213,105029.42
2214,128613.72
2215,102118.89
2216,147970.1
2217,83716.91
2218,107991.36
2219,113545.375
2220,78236.89
2221,248130.98
2222,234257.25
2223,261967.88
2224,217636.55
2225,151876.4
2226,211573.34
2227,230293.38
2228,252888.72
2229,229028.89
2230,144455.12
2231,200423.34
2232,192350.1
2233,184817.02
2234,238651.81
2235,212845.03
2236,247026.1
2237,308014.44
2238,201737.05
2239,133807.05
2240,147729.36
2241,184526.3
2242,124999.73
2243,139135.88
2244,123018.09
2245,113493.35
2246,136727.16
2247,109987.31
2248,126175.22
2249,133381.12
2250,142965.45
2251,109857.56
2252,218459.97
2253,153650.55
2254,177041.72
2255,206777.27
2256,171429.6
2257,204720.0
2258,156853.0
2259,179525.75
2260,162982.8
2261,165766.83
2262,194280.36
2263,309108.94
2264,345073.03
2265,178062.17
2266,253878.3
2267,334964.1
2268,330343.78
2269,161758.56
2270,213815.36
2271,253190.06
2272,249123.05
2273,187168.64
2274,205776.28
2275,162336.45
2276,193242.4
2277,215708.06
2278,155330.28
2279,127088.33
2280,102771.05
2281,184168.6
2282,194547.17
2283,125654.07
2284,115853.234
2285,150715.05
2286,126492.7
2287,309312.84
2288,270117.28
2289,318549.0
2290,378877.3
2291,285200.75
2292,356619.72
2293,385703.1
2294,333206.06
2295,370031.44
2296,244769.66
2297,292103.44
2298,296538.06
2299,341917.5
2300,310312.25
2301,274169.3
2302,248781.14
2303,225789.48
2304,219172.98
2305,204963.44
2306,205885.19
2307,206295.61
2308,220738.73
2309,259922.58
2310,194236.47
2311,218978.31
2312,181680.73
2313,172784.16
2314,169935.92
2315,177856.61
2316,184688.05
2317,176293.12
2318,172000.56
2319,174678.56
2320,174062.86
2321,242253.5
2322,182854.92
2323,164177.06
2324,173060.08
2325,201088.06
2326,168507.9
2327,201287.2
2328,213130.75
2329,185837.22
2330,184977.86
2331,342038.25
2332,350756.84
2333,299705.7
2334,246044.44
2335,250810.95
2336,321024.44
2337,203603.33
2338,278977.44
2339,228662.08
2340,343850.25
2341,227276.22
2342,222059.1
2343,230619.39
2344,213269.17
2345,216743.86
2346,164884.05
2347,160714.4
2348,190360.08
2349,160474.39
2350,251022.19
2351,196071.64
2352,219279.11
2353,213110.36
2354,123632.52
2355,127188.54
2356,155769.36
2357,192142.31
2358,184869.16
2359,146933.14
2360,112636.086
2361,156107.98
2362,267083.9
2363,154623.56
2364,213304.69
2365,184241.3
2366,147255.36
2367,174510.9
2368,184480.1
2369,173893.4
2370,152404.92
2371,138380.6
2372,151788.23
2373,227184.25
2374,265392.47
2375,197295.3
2376,324123.53
2377,326031.56
2378,143744.94
2379,267304.56
2380,132667.9
2381,158280.34
2382,225115.52
2383,215017.25
2384,249085.5
2385,170043.03
2386,137460.94
2387,135724.92
2388,126332.49
2389,130242.41
2390,157586.77
2391,154452.4
2392,114150.0
2393,169993.77
2394,140349.4
2395,225149.77
2396,180124.9
2397,237990.97
2398,122939.984
2399,80788.445
2400,88427.39
2401,122038.055
2402,125242.45
2403,161810.52
2404,156722.7
2405,174331.78
2406,147725.0
2407,119473.75
2408,152172.1
2409,129689.17
2410,217136.94
2411,111252.64
2412,175909.67
2413,121072.27
2414,147662.5
2415,148495.78
2416,126808.33
2417,125694.08
2418,132887.94
2419,112566.92
2420,134552.77
2421,143358.08
2422,103467.875
2423,133609.17
2424,161208.38
2425,159051.45
2426,171221.14
2427,134885.14
2428,216346.84
2429,120338.9
2430,133093.38
2431,113584.45
2432,144442.08
2433,146083.89
2434,130318.92
2435,162544.11
2436,124075.58
2437,89113.39
2438,131901.61
2439,103826.04
2440,117111.91
2441,112830.77
2442,97637.49
2443,143188.83
2444,141169.67
2445,100265.1
2446,123692.73
2447,167585.88
2448,134800.75
2449,111074.25
2450,168680.2
2451,132240.11
2452,225545.05
2453,90662.55
2454,111805.93
2455,120098.99
2456,134682.84
2457,119507.19
2458,126224.52
2459,93751.7
2460,122023.33
2461,112158.86
2462,124953.67
2463,110788.98
2464,181597.77
2465,142187.2
2466,122984.68
2467,160299.58
2468,90099.47
2469,87543.33
2470,201479.25
2471,214953.3
2472,171070.92
2473,115995.29
2474,94920.24
2475,265323.75
2476,120103.42
2477,130445.2
2478,157416.66
2479,130233.5
2480,163344.06
2481,130362.24
2482,158707.45
2483,112606.58
2484,144776.08
2485,143926.98
2486,166609.92
2487,214782.1
2488,165080.36
2489,169582.47
2490,188253.73
2491,100538.875
2492,191882.45
2493,169542.12
2494,151460.34
2495,105567.984
2496,248988.38
2497,153659.42
2498,109468.62
2499,88033.66
2500,139610.06
2501,137491.1
2502,163053.08
2503,97046.18
2504,188966.61
2505,213288.06
2506,263528.72
2507,273874.6
2508,265373.66
2509,221163.75
2510,220516.7
2511,170560.23
2512,195270.44
2513,242197.12
2514,220776.39
2515,143365.56
2516,169762.66
2517,134226.62
2518,133269.56
2519,215581.28
2520,209513.39
2521,182317.84
2522,224368.81
2523,130293.92
2524,151756.06
2525,170810.22
2526,144633.7
2527,115180.33
2528,130784.625
2529,139154.7
2530,153267.3
2531,243245.56
2532,221174.36
2533,196478.53
2534,245847.23
2535,291783.53
2536,218814.52
2537,221122.72
2538,175757.7
2539,176471.1
2540,171950.6
2541,188366.62
2542,155757.22
2543,145810.44
2544,144110.16
2545,141133.95
2546,133680.66
2547,167136.95
2548,186124.22
2549,159327.7
2550,280171.5
2551,137076.72
2552,124061.516
2553,73297.34
2554,108843.17
2555,118318.69
2556,102969.516
2557,114388.22
2558,140320.5
2559,117544.39
2560,144680.5
2561,142076.23
2562,134925.03
2563,147457.44
2564,174918.17
2565,120850.33
2566,144150.55
2567,118028.734
2568,186351.3
2569,196475.64
2570,134299.0
2571,172469.45
2572,145883.94
2573,232212.75
2574,268393.34
2575,129188.766
2576,107121.2
2577,144137.69
2578,85389.805
2579,51541.684
2580,146235.77
2581,144225.94
2582,117597.19
2583,249538.28
2584,190528.73
2585,202104.28
2586,215349.27
2587,207601.62
2588,159046.38
2589,171316.94
2590,220233.73
2591,250764.16
2592,199067.1
2593,237719.84
2594,174582.48
2595,185516.55
2596,291341.1
2597,189775.03
2598,258471.31
2599,297137.7
2600,151206.48
2601,121480.09
2602,89370.625
2603,97659.15
2604,92987.37
2605,80360.76
2606,165508.66
2607,188460.66
2608,211450.34
2609,169734.27
2610,120402.12
2611,154893.94
2612,164071.7
2613,138420.42
2614,129477.234
2615,173934.88
2616,161750.45
2617,218499.73
2618,203827.11
2619,241218.23
2620,178764.48
2621,177212.98
2622,185272.78
2623,231099.27
2624,285665.28
2625,271408.47
2626,175821.94
2627,165289.4
2628,355761.62
2629,274951.38
2630,290545.97
2631,372981.78
2632,338992.28
2633,267889.97
2634,346349.34
2635,187688.11
2636,211286.16
2637,207807.52
2638,220666.39
2639,228170.73
2640,168545.5
2641,120366.48
2642,195044.95
2643,123177.555
2644,138927.5
2645,116979.266
2646,108618.96
2647,120446.04
2648,138869.75
2649,152348.75
2650,147780.48
2651,154774.7
2652,353462.16
2653,241174.6
2654,243258.94
2655,339874.3
2656,292194.97
2657,313553.56
2658,272920.03
2659,272474.84
2660,309716.8
2661,310355.7
2662,306466.12
2663,276298.47
2664,248021.77
2665,304635.47
2666,266294.47
2667,175515.38
2668,174875.19
2669,164208.88
2670,266372.16
2671,175822.67
2672,190762.44
2673,205523.2
2674,199074.1
2675,156666.1
2676,189269.95
2677,201946.47
2678,246753.48
2679,259379.6
2680,265680.94
2681,354738.94
2682,318299.97
2683,386410.84
2684,289408.78
2685,316923.44
2686,242445.44
2687,295356.5
2688,215400.97
2689,156809.86
2690,325232.44
2691,161505.86
2692,121228.45
2693,191182.4
2694,125484.086
2695,193381.94
2696,182027.67
2697,186785.84
2698,185095.4
2699,170649.83
2700,148641.72
2701,148384.55
2702,108912.06
2703,154718.03
2704,153226.03
2705,104539.945
2706,114543.3
2707,117065.56
2708,126059.78
2709,109148.22
2710,136393.02
2711,297436.6
2712,350473.66
2713,153837.02
2714,130582.125
2715,146094.77
2716,125557.37
2717,147084.61
2718,182460.47
2719,166309.78
2720,193778.25
2721,150384.8
2722,202642.52
2723,208186.34
2724,144603.3
2725,131676.06
2726,152172.7
2727,182928.72
2728,186658.08
2729,157404.34
2730,139798.1
2731,130945.945
2732,125478.42
2733,176840.23
2734,166571.5
2735,133158.92
2736,145305.2
2737,118897.055
2738,146691.92
2739,178842.12
2740,149708.14
2741,172229.14
2742,197462.88
2743,161218.83
2744,163774.16
2745,164716.8
2746,133178.56
2747,169462.23
2748,116433.51
2749,119843.78
2750,115968.69
2751,118099.62
2752,193176.47
2753,153287.67
2754,269770.5
2755,131805.86
2756,104015.805
2757,71301.71
2758,109174.09
2759,167332.67
2760,143161.2
2761,163811.3
2762,150065.94
2763,213793.97
2764,150604.95
2765,308595.7
2766,127049.31
2767,80480.37
2768,119615.91
2769,122887.375
2770,130508.664
2771,102648.164
2772,101962.03
2773,175214.98
2774,135185.86
2775,135779.16
2776,142624.1
2777,133217.4
2778,124051.61
2779,129738.664
2780,82148.305
2781,95512.805
2782,81733.38
2783,84660.07
2784,120164.086
2785,131909.75
2786,79656.28
2787,128352.19
2788,65247.145
2789,164273.06
2790,92826.45
2791,100063.33
2792,62309.777
2793,174982.11
2794,90513.27
2795,113963.96
2796,84685.516
2797,199413.55
2798,99111.375
2799,129417.18
2800,67541.914
2801,99487.68
2802,157597.0
2803,204452.16
2804,144069.44
2805,118017.53
2806,78860.09
2807,158090.25
2808,172550.66
2809,133095.48
2810,135549.31
2811,196795.05
2812,162958.1
2813,194692.1
2814,202023.39
2815,94429.44
2816,258837.92
2817,154139.77
2818,138360.69
2819,156472.08
2820,144691.27
2821,113365.08
2822,201528.6
2823,226395.3
2824,180272.77
2825,178943.2
2826,153872.62
2827,142569.64
2828,269931.9
2829,232827.08
2830,212672.53
2831,183695.73
2832,252937.31
2833,261862.53
2834,200860.05
2835,216747.5
2836,196915.38
2837,182760.03
2838,137167.2
2839,166680.83
2840,184115.62
2841,191708.06
2842,218512.38
2843,165961.23
2844,215218.6
2845,122790.62
2846,200351.84
2847,202787.66
2848,212772.06
2849,192474.14
2850,279381.2
2851,230066.8
2852,249243.81
2853,232544.38
2854,134900.86
2855,193300.7
2856,192492.7
2857,180791.11
2858,188737.9
2859,142181.12
2860,120602.14
2861,141912.7
2862,207660.98
2863,112810.68
2864,234830.67
2865,137604.4
2866,164587.34
2867,111423.4
2868,111817.02
2869,125958.76
2870,143359.3
2871,95051.27
2872,74094.93
2873,106425.95
2874,133683.56
2875,174245.66
2876,191791.48
2877,133621.12
2878,163567.19
2879,144685.33
2880,115705.07
2881,126648.92
2882,164885.38
2883,170587.8
2884,189715.73
2885,167424.97
2886,228587.14
2887,95250.76
2888,124544.37
2889,64916.16
2890,75633.86
2891,133573.7
2892,82870.11
2893,106507.84
2894,76389.95
2895,263982.9
2896,240363.22
2897,222159.0
2898,178271.83
2899,197023.84
2900,169338.11
2901,208072.08
2902,178066.11
2903,319469.8
2904,326817.84
2905,86955.8
2906,209452.27
2907,116774.484
2908,132216.06
2909,177080.4
2910,86121.18
2911,90661.85
2912,156645.84
2913,97359.27
2914,79998.47
2915,88371.75
2916,100306.28
2917,195005.1
2918,116857.31
2919,243216.44
